idx,file_name_list,speakers,visual_features,acoustic_features,lexical_features,emotion_labels
801,Ses03M_script01_3_F034,F03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_F034.npy,2
802,Ses03M_script01_3_M004,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M004.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M004.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M004.npy,3
803,Ses03M_script01_3_M008,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M008.npy,2
804,Ses03M_script01_3_M023,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M023.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M023.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M023.npy,1
805,Ses03M_script01_3_M029,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M029.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M029.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M029.npy,1
806,Ses03M_script01_3_M033,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M033.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M033.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M033.npy,1
807,Ses03M_script01_3_M035,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M035.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M035.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M035.npy,1
808,Ses03M_script01_3_M038,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M038.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M038.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M038.npy,1
809,Ses03M_script01_3_M041,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M041.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M041.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M041.npy,1
810,Ses03M_script01_3_M046,M03,/features/visual_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,/features/acoustic_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,/features/lexical_features/Session3/Ses03M_script01_3/Ses03M_script01_3_M046.npy,2
811,Ses03M_script02_2_F002,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F002.npy,0
812,Ses03M_script02_2_F023,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F023.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F023.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F023.npy,1
813,Ses03M_script02_2_F035,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F035.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F035.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F035.npy,1
814,Ses03M_script02_2_F046,F03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_F046.npy,2
815,Ses03M_script02_2_M014,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M014.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M014.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M014.npy,3
816,Ses03M_script02_2_M019,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M019.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M019.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M019.npy,3
817,Ses03M_script02_2_M020,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M020.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M020.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M020.npy,3
818,Ses03M_script02_2_M021,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M021.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M021.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M021.npy,3
819,Ses03M_script02_2_M028,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M028.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M028.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M028.npy,0
820,Ses03M_script02_2_M033,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M033.npy,0
821,Ses03M_script02_2_M036,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M036.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M036.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M036.npy,1
822,Ses03M_script02_2_M041,M03,/features/visual_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M041.npy,/features/acoustic_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M041.npy,/features/lexical_features/Session3/Ses03M_script02_2/Ses03M_script02_2_M041.npy,2
823,Ses03M_script03_1_F018,F03,/features/visual_features/Session3/Ses03M_script03_1/Ses03M_script03_1_F018.npy,/features/acoustic_features/Session3/Ses03M_script03_1/Ses03M_script03_1_F018.npy,/features/lexical_features/Session3/Ses03M_script03_1/Ses03M_script03_1_F018.npy,1
824,Ses03M_script03_1_M035,M03,/features/visual_features/Session3/Ses03M_script03_1/Ses03M_script03_1_M035.npy,/features/acoustic_features/Session3/Ses03M_script03_1/Ses03M_script03_1_M035.npy,/features/lexical_features/Session3/Ses03M_script03_1/Ses03M_script03_1_M035.npy,3
825,Ses03M_script03_2_F000,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F000.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F000.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F000.npy,3
826,Ses03M_script03_2_F006,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F006.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F006.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F006.npy,3
827,Ses03M_script03_2_F011,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F011.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F011.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F011.npy,0
828,Ses03M_script03_2_F012,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F012.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F012.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F012.npy,3
829,Ses03M_script03_2_F016,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F016.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F016.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F016.npy,3
830,Ses03M_script03_2_F017,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F017.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F017.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F017.npy,3
831,Ses03M_script03_2_F025,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F025.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F025.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F025.npy,0
832,Ses03M_script03_2_F038,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F038.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F038.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F038.npy,0
833,Ses03M_script03_2_F042,F03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F042.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F042.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_F042.npy,0
834,Ses03M_script03_2_M008,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M008.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M008.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M008.npy,0
835,Ses03M_script03_2_M011,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M011.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M011.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M011.npy,0
836,Ses03M_script03_2_M019,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M019.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M019.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M019.npy,3
837,Ses03M_script03_2_M021,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M021.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M021.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M021.npy,3
838,Ses03M_script03_2_M039,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M039.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M039.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M039.npy,0
839,Ses03M_script03_2_M046,M03,/features/visual_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,/features/acoustic_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,/features/lexical_features/Session3/Ses03M_script03_2/Ses03M_script03_2_M046.npy,0
840,Ses04F_impro01_F019,F04,/features/visual_features/Session4/Ses04F_impro01/Ses04F_impro01_F019.npy,/features/acoustic_features/Session4/Ses04F_impro01/Ses04F_impro01_F019.npy,/features/lexical_features/Session4/Ses04F_impro01/Ses04F_impro01_F019.npy,0
841,Ses04F_impro01_M014,M04,/features/visual_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,/features/acoustic_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,/features/lexical_features/Session4/Ses04F_impro01/Ses04F_impro01_M014.npy,0
842,Ses04F_impro01_M021,M04,/features/visual_features/Session4/Ses04F_impro01/Ses04F_impro01_M021.npy,/features/acoustic_features/Session4/Ses04F_impro01/Ses04F_impro01_M021.npy,/features/lexical_features/Session4/Ses04F_impro01/Ses04F_impro01_M021.npy,0
843,Ses04F_impro02_F001,F04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_F001.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_F001.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_F001.npy,1
844,Ses04F_impro02_F003,F04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_F003.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_F003.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_F003.npy,1
845,Ses04F_impro02_F005,F04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_F005.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_F005.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_F005.npy,1
846,Ses04F_impro02_F011,F04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_F011.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_F011.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_F011.npy,1
847,Ses04F_impro02_F018,F04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_F018.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_F018.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_F018.npy,0
848,Ses04F_impro02_M012,M04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_M012.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_M012.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_M012.npy,1
849,Ses04F_impro02_M018,M04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_M018.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_M018.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_M018.npy,0
850,Ses04F_impro02_M020,M04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_M020.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_M020.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_M020.npy,0
851,Ses04F_impro02_M024,M04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_M024.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_M024.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_M024.npy,1
852,Ses04F_impro02_M026,M04,/features/visual_features/Session4/Ses04F_impro02/Ses04F_impro02_M026.npy,/features/acoustic_features/Session4/Ses04F_impro02/Ses04F_impro02_M026.npy,/features/lexical_features/Session4/Ses04F_impro02/Ses04F_impro02_M026.npy,1
853,Ses04F_impro03_M000,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M000.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M000.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M000.npy,3
854,Ses04F_impro03_M001,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M001.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M001.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M001.npy,3
855,Ses04F_impro03_M020,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M020.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M020.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M020.npy,3
856,Ses04F_impro03_M028,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M028.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M028.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M028.npy,3
857,Ses04F_impro03_M029,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M029.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M029.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M029.npy,3
858,Ses04F_impro03_M033,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M033.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M033.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M033.npy,3
859,Ses04F_impro03_M034,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M034.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M034.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M034.npy,3
860,Ses04F_impro03_M035,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M035.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M035.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M035.npy,3
861,Ses04F_impro03_M047,M04,/features/visual_features/Session4/Ses04F_impro03/Ses04F_impro03_M047.npy,/features/acoustic_features/Session4/Ses04F_impro03/Ses04F_impro03_M047.npy,/features/lexical_features/Session4/Ses04F_impro03/Ses04F_impro03_M047.npy,3
862,Ses04F_impro04_F006,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F006.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F006.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F006.npy,0
863,Ses04F_impro04_F017,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F017.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F017.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F017.npy,0
864,Ses04F_impro04_F018,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F018.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F018.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F018.npy,0
865,Ses04F_impro04_F025,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F025.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F025.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F025.npy,0
866,Ses04F_impro04_F030,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F030.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F030.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F030.npy,0
867,Ses04F_impro04_F031,F04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_F031.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_F031.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_F031.npy,0
868,Ses04F_impro04_M002,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M002.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M002.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M002.npy,3
869,Ses04F_impro04_M007,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M007.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M007.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M007.npy,3
870,Ses04F_impro04_M008,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M008.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M008.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M008.npy,3
871,Ses04F_impro04_M015,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M015.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M015.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M015.npy,3
872,Ses04F_impro04_M016,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M016.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M016.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M016.npy,3
873,Ses04F_impro04_M017,M04,/features/visual_features/Session4/Ses04F_impro04/Ses04F_impro04_M017.npy,/features/acoustic_features/Session4/Ses04F_impro04/Ses04F_impro04_M017.npy,/features/lexical_features/Session4/Ses04F_impro04/Ses04F_impro04_M017.npy,3
